split_type,split_id,seed,window_s,input_group,model,eval_split,n_train,n_validation,n_test,n_features,fit_status,accuracy,macro_f1_fixed_12,macro_f1_observed_classes,balanced_accuracy,n_classes_eval,minimum_test_support,selected_for_test
random,seed_20263948,20263948.0,90,B_without_potential_leakage,hist_gradient_boosting,test,303,101,101,185,fitted,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,True
random,seed_20263948,20263948.0,90,C_without_SLBIC_initial,logistic_regression,validation,303,101,101,120,fitted,0.45544554455445546,0.22831813576494428,0.3044241810199257,0.35947712418300654,9,1,False
random,seed_20263948,20263948.0,90,C_without_SLBIC_initial,logistic_regression,test,303,101,101,120,fitted,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,False
random,seed_20263948,20263948.0,90,C_without_SLBIC_initial,random_forest,validation,303,101,101,120,fitted,0.45544554455445546,0.22831813576494428,0.3044241810199257,0.35947712418300654,9,1,False
random,seed_20263948,20263948.0,90,C_without_SLBIC_initial,random_forest,test,303,101,101,120,fitted,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,False
random,seed_20263948,20263948.0,90,C_without_SLBIC_initial,hist_gradient_boosting,validation,303,101,101,120,fitted,0.45544554455445546,0.22831813576494428,0.3044241810199257,0.35947712418300654,9,1,False
random,seed_20263948,20263948.0,90,C_without_SLBIC_initial,hist_gradient_boosting,test,303,101,101,120,fitted,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,True
random,seed_20263948,20263948.0,120,A_strict_38,logistic_regression,validation,303,101,101,190,fitted,0.9801980198019802,0.7404761904761905,0.9873015873015873,0.9861111111111112,9,1,False
random,seed_20263948,20263948.0,120,A_strict_38,logistic_regression,test,303,101,101,190,fitted,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,False
random,seed_20263948,20263948.0,120,A_strict_38,random_forest,validation,303,101,101,190,fitted,1.0,0.75,1.0,1.0,9,1,False
random,seed_20263948,20263948.0,120,A_strict_38,random_forest,test,303,101,101,190,fitted,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,False
random,seed_20263948,20263948.0,120,A_strict_38,hist_gradient_boosting,validation,303,101,101,190,fitted,1.0,0.75,1.0,1.0,9,1,False
random,seed_20263948,20263948.0,120,A_strict_38,hist_gradient_boosting,test,303,101,101,190,fitted,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,True
random,seed_20263948,20263948.0,120,B_without_potential_leakage,logistic_regression,validation,303,101,101,185,fitted,0.9801980198019802,0.7404761904761905,0.9873015873015873,0.9861111111111112,9,1,False
random,seed_20263948,20263948.0,120,B_without_potential_leakage,logistic_regression,test,303,101,101,185,fitted,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,False
random,seed_20263948,20263948.0,120,B_without_potential_leakage,random_forest,validation,303,101,101,185,fitted,1.0,0.75,1.0,1.0,9,1,False
random,seed_20263948,20263948.0,120,B_without_potential_leakage,random_forest,test,303,101,101,185,fitted,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,False
random,seed_20263948,20263948.0,120,B_without_potential_leakage,hist_gradient_boosting,validation,303,101,101,185,fitted,1.0,0.75,1.0,1.0,9,1,False
random,seed_20263948,20263948.0,120,B_without_potential_leakage,hist_gradient_boosting,test,303,101,101,185,fitted,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,True
random,seed_20263948,20263948.0,120,C_without_SLBIC_initial,logistic_regression,validation,303,101,101,120,fitted,0.9702970297029703,0.7361052384308199,0.9814736512410932,0.9795751633986929,9,1,False
random,seed_20263948,20263948.0,120,C_without_SLBIC_initial,logistic_regression,test,303,101,101,120,fitted,0.9801980198019802,0.657316344668823,0.9859745170032346,0.9852430555555556,8,5,False
random,seed_20263948,20263948.0,120,C_without_SLBIC_initial,random_forest,validation,303,101,101,120,fitted,1.0,0.75,1.0,1.0,9,1,False
random,seed_20263948,20263948.0,120,C_without_SLBIC_initial,random_forest,test,303,101,101,120,fitted,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,False
random,seed_20263948,20263948.0,120,C_without_SLBIC_initial,hist_gradient_boosting,validation,303,101,101,120,fitted,1.0,0.75,1.0,1.0,9,1,False
random,seed_20263948,20263948.0,120,C_without_SLBIC_initial,hist_gradient_boosting,test,303,101,101,120,fitted,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,True
random,seed_20264957,20264957.0,30,A_strict_38,logistic_regression,validation,303,101,101,190,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,30,A_strict_38,logistic_regression,test,303,101,101,190,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,30,A_strict_38,random_forest,validation,303,101,101,190,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,30,A_strict_38,random_forest,test,303,101,101,190,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,30,A_strict_38,hist_gradient_boosting,validation,303,101,101,190,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,30,A_strict_38,hist_gradient_boosting,test,303,101,101,190,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,True
random,seed_20264957,20264957.0,30,B_without_potential_leakage,logistic_regression,validation,303,101,101,185,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,30,B_without_potential_leakage,logistic_regression,test,303,101,101,185,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,30,B_without_potential_leakage,random_forest,validation,303,101,101,185,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,30,B_without_potential_leakage,random_forest,test,303,101,101,185,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,30,B_without_potential_leakage,hist_gradient_boosting,validation,303,101,101,185,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,30,B_without_potential_leakage,hist_gradient_boosting,test,303,101,101,185,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,True
random,seed_20264957,20264957.0,30,C_without_SLBIC_initial,logistic_regression,validation,303,101,101,120,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,30,C_without_SLBIC_initial,logistic_regression,test,303,101,101,120,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,30,C_without_SLBIC_initial,random_forest,validation,303,101,101,120,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,30,C_without_SLBIC_initial,random_forest,test,303,101,101,120,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,30,C_without_SLBIC_initial,hist_gradient_boosting,validation,303,101,101,120,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,30,C_without_SLBIC_initial,hist_gradient_boosting,test,303,101,101,120,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,True
random,seed_20264957,20264957.0,60,A_strict_38,logistic_regression,validation,303,101,101,190,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,60,A_strict_38,logistic_regression,test,303,101,101,190,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,60,A_strict_38,random_forest,validation,303,101,101,190,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,60,A_strict_38,random_forest,test,303,101,101,190,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,60,A_strict_38,hist_gradient_boosting,validation,303,101,101,190,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,60,A_strict_38,hist_gradient_boosting,test,303,101,101,190,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,True
random,seed_20264957,20264957.0,60,B_without_potential_leakage,logistic_regression,validation,303,101,101,185,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,60,B_without_potential_leakage,logistic_regression,test,303,101,101,185,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,60,B_without_potential_leakage,random_forest,validation,303,101,101,185,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,60,B_without_potential_leakage,random_forest,test,303,101,101,185,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,60,B_without_potential_leakage,hist_gradient_boosting,validation,303,101,101,185,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,60,B_without_potential_leakage,hist_gradient_boosting,test,303,101,101,185,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,True
random,seed_20264957,20264957.0,60,C_without_SLBIC_initial,logistic_regression,validation,303,101,101,120,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,60,C_without_SLBIC_initial,logistic_regression,test,303,101,101,120,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,60,C_without_SLBIC_initial,random_forest,validation,303,101,101,120,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,60,C_without_SLBIC_initial,random_forest,test,303,101,101,120,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,60,C_without_SLBIC_initial,hist_gradient_boosting,validation,303,101,101,120,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,60,C_without_SLBIC_initial,hist_gradient_boosting,test,303,101,101,120,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,True
random,seed_20264957,20264957.0,90,A_strict_38,logistic_regression,validation,303,101,101,190,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,90,A_strict_38,logistic_regression,test,303,101,101,190,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,90,A_strict_38,random_forest,validation,303,101,101,190,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,90,A_strict_38,random_forest,test,303,101,101,190,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,90,A_strict_38,hist_gradient_boosting,validation,303,101,101,190,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,90,A_strict_38,hist_gradient_boosting,test,303,101,101,190,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,True
random,seed_20264957,20264957.0,90,B_without_potential_leakage,logistic_regression,validation,303,101,101,185,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,90,B_without_potential_leakage,logistic_regression,test,303,101,101,185,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,90,B_without_potential_leakage,random_forest,validation,303,101,101,185,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,90,B_without_potential_leakage,random_forest,test,303,101,101,185,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,90,B_without_potential_leakage,hist_gradient_boosting,validation,303,101,101,185,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,90,B_without_potential_leakage,hist_gradient_boosting,test,303,101,101,185,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,True
random,seed_20264957,20264957.0,90,C_without_SLBIC_initial,logistic_regression,validation,303,101,101,120,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,90,C_without_SLBIC_initial,logistic_regression,test,303,101,101,120,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,90,C_without_SLBIC_initial,random_forest,validation,303,101,101,120,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,90,C_without_SLBIC_initial,random_forest,test,303,101,101,120,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,False
random,seed_20264957,20264957.0,90,C_without_SLBIC_initial,hist_gradient_boosting,validation,303,101,101,120,fitted,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20264957,20264957.0,90,C_without_SLBIC_initial,hist_gradient_boosting,test,303,101,101,120,fitted,0.43564356435643564,0.21769759450171822,0.32654639175257727,0.3888888888888889,8,5,True
random,seed_20264957,20264957.0,120,A_strict_38,logistic_regression,validation,303,101,101,190,fitted,0.9702970297029703,0.7271423443673863,0.969523125823182,0.963425925925926,9,1,False
random,seed_20264957,20264957.0,120,A_strict_38,logistic_regression,test,303,101,101,190,fitted,0.9702970297029703,0.6407175365800891,0.9610763048701337,0.9493303571428571,8,5,False
random,seed_20264957,20264957.0,120,A_strict_38,random_forest,validation,303,101,101,190,fitted,0.9900990099009901,0.7449308755760368,0.9932411674347157,0.9930555555555556,9,1,False
random,seed_20264957,20264957.0,120,A_strict_38,random_forest,test,303,101,101,190,fitted,0.9900990099009901,0.658004158004158,0.987006237006237,0.9821428571428572,8,5,False
random,seed_20264957,20264957.0,120,A_strict_38,hist_gradient_boosting,validation,303,101,101,190,fitted,0.9900990099009901,0.7449308755760368,0.9932411674347157,0.9930555555555556,9,1,False
random,seed_20264957,20264957.0,120,A_strict_38,hist_gradient_boosting,test,303,101,101,190,fitted,0.9900990099009901,0.658004158004158,0.987006237006237,0.9821428571428572,8,5,True
random,seed_20264957,20264957.0,120,B_without_potential_leakage,logistic_regression,validation,303,101,101,185,fitted,0.9702970297029703,0.7271423443673863,0.969523125823182,0.963425925925926,9,1,False
random,seed_20264957,20264957.0,120,B_without_potential_leakage,logistic_regression,test,303,101,101,185,fitted,0.9702970297029703,0.6407175365800891,0.9610763048701337,0.9493303571428571,8,5,False
random,seed_20264957,20264957.0,120,B_without_potential_leakage,random_forest,validation,303,101,101,185,fitted,0.9900990099009901,0.7449308755760368,0.9932411674347157,0.9930555555555556,9,1,False
random,seed_20264957,20264957.0,120,B_without_potential_leakage,random_forest,test,303,101,101,185,fitted,0.9900990099009901,0.658004158004158,0.987006237006237,0.9821428571428572,8,5,False
random,seed_20264957,20264957.0,120,B_without_potential_leakage,hist_gradient_boosting,validation,303,101,101,185,fitted,0.9900990099009901,0.7449308755760368,0.9932411674347157,0.9930555555555556,9,1,False
random,seed_20264957,20264957.0,120,B_without_potential_leakage,hist_gradient_boosting,test,303,101,101,185,fitted,0.9900990099009901,0.658004158004158,0.987006237006237,0.9821428571428572,8,5,True
random,seed_20264957,20264957.0,120,C_without_SLBIC_initial,logistic_regression,validation,303,101,101,120,fitted,0.9702970297029703,0.7271423443673863,0.969523125823182,0.963425925925926,9,1,False
random,seed_20264957,20264957.0,120,C_without_SLBIC_initial,logistic_regression,test,303,101,101,120,fitted,0.9702970297029703,0.6404010179708876,0.9606015269563315,0.9493303571428571,8,5,False
random,seed_20264957,20264957.0,120,C_without_SLBIC_initial,random_forest,validation,303,101,101,120,fitted,0.9900990099009901,0.7449308755760368,0.9932411674347157,0.9930555555555556,9,1,False
random,seed_20264957,20264957.0,120,C_without_SLBIC_initial,random_forest,test,303,101,101,120,fitted,0.9900990099009901,0.6577311577311578,0.9865967365967366,0.9821428571428572,8,5,False
random,seed_20264957,20264957.0,120,C_without_SLBIC_initial,hist_gradient_boosting,validation,303,101,101,120,fitted,0.9900990099009901,0.7449308755760368,0.9932411674347157,0.9930555555555556,9,1,False
random,seed_20264957,20264957.0,120,C_without_SLBIC_initial,hist_gradient_boosting,test,303,101,101,120,fitted,0.9900990099009901,0.658004158004158,0.987006237006237,0.9821428571428572,8,5,True
random,seed_20265966,20265966.0,30,A_strict_38,logistic_regression,validation,303,101,101,190,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,30,A_strict_38,logistic_regression,test,303,101,101,190,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,30,A_strict_38,random_forest,validation,303,101,101,190,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,30,A_strict_38,random_forest,test,303,101,101,190,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,30,A_strict_38,hist_gradient_boosting,validation,303,101,101,190,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,30,A_strict_38,hist_gradient_boosting,test,303,101,101,190,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,True
random,seed_20265966,20265966.0,30,B_without_potential_leakage,logistic_regression,validation,303,101,101,185,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,30,B_without_potential_leakage,logistic_regression,test,303,101,101,185,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,30,B_without_potential_leakage,random_forest,validation,303,101,101,185,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,30,B_without_potential_leakage,random_forest,test,303,101,101,185,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,30,B_without_potential_leakage,hist_gradient_boosting,validation,303,101,101,185,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,30,B_without_potential_leakage,hist_gradient_boosting,test,303,101,101,185,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,True
random,seed_20265966,20265966.0,30,C_without_SLBIC_initial,logistic_regression,validation,303,101,101,120,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,30,C_without_SLBIC_initial,logistic_regression,test,303,101,101,120,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,30,C_without_SLBIC_initial,random_forest,validation,303,101,101,120,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,30,C_without_SLBIC_initial,random_forest,test,303,101,101,120,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,30,C_without_SLBIC_initial,hist_gradient_boosting,validation,303,101,101,120,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,30,C_without_SLBIC_initial,hist_gradient_boosting,test,303,101,101,120,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,True
random,seed_20265966,20265966.0,60,A_strict_38,logistic_regression,validation,303,101,101,190,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,60,A_strict_38,logistic_regression,test,303,101,101,190,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,60,A_strict_38,random_forest,validation,303,101,101,190,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,60,A_strict_38,random_forest,test,303,101,101,190,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,60,A_strict_38,hist_gradient_boosting,validation,303,101,101,190,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,60,A_strict_38,hist_gradient_boosting,test,303,101,101,190,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,True
random,seed_20265966,20265966.0,60,B_without_potential_leakage,logistic_regression,validation,303,101,101,185,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,60,B_without_potential_leakage,logistic_regression,test,303,101,101,185,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,60,B_without_potential_leakage,random_forest,validation,303,101,101,185,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,60,B_without_potential_leakage,random_forest,test,303,101,101,185,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,60,B_without_potential_leakage,hist_gradient_boosting,validation,303,101,101,185,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,60,B_without_potential_leakage,hist_gradient_boosting,test,303,101,101,185,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,True
random,seed_20265966,20265966.0,60,C_without_SLBIC_initial,logistic_regression,validation,303,101,101,120,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,60,C_without_SLBIC_initial,logistic_regression,test,303,101,101,120,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,60,C_without_SLBIC_initial,random_forest,validation,303,101,101,120,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,60,C_without_SLBIC_initial,random_forest,test,303,101,101,120,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,60,C_without_SLBIC_initial,hist_gradient_boosting,validation,303,101,101,120,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,60,C_without_SLBIC_initial,hist_gradient_boosting,test,303,101,101,120,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,True
random,seed_20265966,20265966.0,90,A_strict_38,logistic_regression,validation,303,101,101,190,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,90,A_strict_38,logistic_regression,test,303,101,101,190,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,90,A_strict_38,random_forest,validation,303,101,101,190,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,90,A_strict_38,random_forest,test,303,101,101,190,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,90,A_strict_38,hist_gradient_boosting,validation,303,101,101,190,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,90,A_strict_38,hist_gradient_boosting,test,303,101,101,190,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,True
random,seed_20265966,20265966.0,90,B_without_potential_leakage,logistic_regression,validation,303,101,101,185,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,90,B_without_potential_leakage,logistic_regression,test,303,101,101,185,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,90,B_without_potential_leakage,random_forest,validation,303,101,101,185,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,90,B_without_potential_leakage,random_forest,test,303,101,101,185,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,90,B_without_potential_leakage,hist_gradient_boosting,validation,303,101,101,185,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,90,B_without_potential_leakage,hist_gradient_boosting,test,303,101,101,185,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,True
random,seed_20265966,20265966.0,90,C_without_SLBIC_initial,logistic_regression,validation,303,101,101,120,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,90,C_without_SLBIC_initial,logistic_regression,test,303,101,101,120,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,90,C_without_SLBIC_initial,random_forest,validation,303,101,101,120,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,90,C_without_SLBIC_initial,random_forest,test,303,101,101,120,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,False
random,seed_20265966,20265966.0,90,C_without_SLBIC_initial,hist_gradient_boosting,validation,303,101,101,120,fitted,0.42574257425742573,0.2121645310739179,0.28288604143189056,0.3464052287581699,9,1,False
random,seed_20265966,20265966.0,90,C_without_SLBIC_initial,hist_gradient_boosting,test,303,101,101,120,fitted,0.45544554455445546,0.2320574162679426,0.3480861244019139,0.4027777777777778,8,5,True
random,seed_20265966,20265966.0,120,A_strict_38,logistic_regression,validation,303,101,101,190,fitted,0.9702970297029703,0.7352216748768473,0.9802955665024631,0.9787037037037037,9,1,False
random,seed_20265966,20265966.0,120,A_strict_38,logistic_regression,test,303,101,101,190,fitted,0.9900990099009901,0.6619459742984527,0.992918961447679,0.9921875,8,5,False
