split_type,split_id,window_s,input_group,true_class,predicted_class,count,support
random,seed_20264957,120,A_absolute_38,SGBTR,LR,0,11
random,seed_20264957,120,A_absolute_38,SGBTR,MD,0,11
random,seed_20264957,120,A_absolute_38,SGBTR,RI,0,11
random,seed_20264957,120,A_absolute_38,SGBTR,RW,0,11
random,seed_20264957,120,A_absolute_38,SGBTR,SGATR,0,11
random,seed_20264957,120,A_absolute_38,SGBTR,SGBTR,11,11
random,seed_20264957,120,A_absolute_38,SGBTR,SLBIC,0,11
random,seed_20264957,120,A_absolute_38,SGBTR,SLBOC,0,11
random,seed_20264957,120,A_absolute_38,SLBIC,FLB,0,18
random,seed_20264957,120,A_absolute_38,SLBIC,LLB,0,18
random,seed_20264957,120,A_absolute_38,SLBIC,LOCA,0,18
random,seed_20264957,120,A_absolute_38,SLBIC,LOCAC,0,18
random,seed_20264957,120,A_absolute_38,SLBIC,LR,0,18
random,seed_20264957,120,A_absolute_38,SLBIC,MD,0,18
random,seed_20264957,120,A_absolute_38,SLBIC,RI,0,18
random,seed_20264957,120,A_absolute_38,SLBIC,RW,0,18
random,seed_20264957,120,A_absolute_38,SLBIC,SGATR,0,18
random,seed_20264957,120,A_absolute_38,SLBIC,SGBTR,0,18
random,seed_20264957,120,A_absolute_38,SLBIC,SLBIC,18,18
random,seed_20264957,120,A_absolute_38,SLBIC,SLBOC,0,18
random,seed_20264957,120,A_absolute_38,SLBOC,FLB,0,0
random,seed_20264957,120,A_absolute_38,SLBOC,LLB,0,0
random,seed_20264957,120,A_absolute_38,SLBOC,LOCA,0,0
random,seed_20264957,120,A_absolute_38,SLBOC,LOCAC,0,0
random,seed_20264957,120,A_absolute_38,SLBOC,LR,0,0
random,seed_20264957,120,A_absolute_38,SLBOC,MD,0,0
random,seed_20264957,120,A_absolute_38,SLBOC,RI,0,0
random,seed_20264957,120,A_absolute_38,SLBOC,RW,0,0
random,seed_20264957,120,A_absolute_38,SLBOC,SGATR,0,0
random,seed_20264957,120,A_absolute_38,SLBOC,SGBTR,0,0
random,seed_20264957,120,A_absolute_38,SLBOC,SLBIC,0,0
random,seed_20264957,120,A_absolute_38,SLBOC,SLBOC,0,0
random,seed_20264957,120,B_relative_change,FLB,FLB,20,20
random,seed_20264957,120,B_relative_change,FLB,LLB,0,20
random,seed_20264957,120,B_relative_change,FLB,LOCA,0,20
random,seed_20264957,120,B_relative_change,FLB,LOCAC,0,20
random,seed_20264957,120,B_relative_change,FLB,LR,0,20
random,seed_20264957,120,B_relative_change,FLB,MD,0,20
random,seed_20264957,120,B_relative_change,FLB,RI,0,20
random,seed_20264957,120,B_relative_change,FLB,RW,0,20
random,seed_20264957,120,B_relative_change,FLB,SGATR,0,20
random,seed_20264957,120,B_relative_change,FLB,SGBTR,0,20
random,seed_20264957,120,B_relative_change,FLB,SLBIC,0,20
random,seed_20264957,120,B_relative_change,FLB,SLBOC,0,20
random,seed_20264957,120,B_relative_change,LLB,FLB,0,0
random,seed_20264957,120,B_relative_change,LLB,LLB,0,0
random,seed_20264957,120,B_relative_change,LLB,LOCA,0,0
random,seed_20264957,120,B_relative_change,LLB,LOCAC,0,0
random,seed_20264957,120,B_relative_change,LLB,LR,0,0
random,seed_20264957,120,B_relative_change,LLB,MD,0,0
random,seed_20264957,120,B_relative_change,LLB,RI,0,0
random,seed_20264957,120,B_relative_change,LLB,RW,0,0
random,seed_20264957,120,B_relative_change,LLB,SGATR,0,0
random,seed_20264957,120,B_relative_change,LLB,SGBTR,0,0
random,seed_20264957,120,B_relative_change,LLB,SLBIC,0,0
random,seed_20264957,120,B_relative_change,LLB,SLBOC,0,0
random,seed_20264957,120,B_relative_change,LOCA,FLB,0,15
random,seed_20264957,120,B_relative_change,LOCA,LLB,0,15
random,seed_20264957,120,B_relative_change,LOCA,LOCA,15,15
random,seed_20264957,120,B_relative_change,LOCA,LOCAC,0,15
random,seed_20264957,120,B_relative_change,LOCA,LR,0,15
random,seed_20264957,120,B_relative_change,LOCA,MD,0,15
random,seed_20264957,120,B_relative_change,LOCA,RI,0,15
random,seed_20264957,120,B_relative_change,LOCA,RW,0,15
random,seed_20264957,120,B_relative_change,LOCA,SGATR,0,15
random,seed_20264957,120,B_relative_change,LOCA,SGBTR,0,15
random,seed_20264957,120,B_relative_change,LOCA,SLBIC,0,15
random,seed_20264957,120,B_relative_change,LOCA,SLBOC,0,15
random,seed_20264957,120,B_relative_change,LOCAC,FLB,0,16
random,seed_20264957,120,B_relative_change,LOCAC,LLB,0,16
random,seed_20264957,120,B_relative_change,LOCAC,LOCA,0,16
random,seed_20264957,120,B_relative_change,LOCAC,LOCAC,16,16
random,seed_20264957,120,B_relative_change,LOCAC,LR,0,16
random,seed_20264957,120,B_relative_change,LOCAC,MD,0,16
random,seed_20264957,120,B_relative_change,LOCAC,RI,0,16
random,seed_20264957,120,B_relative_change,LOCAC,RW,0,16
random,seed_20264957,120,B_relative_change,LOCAC,SGATR,0,16
random,seed_20264957,120,B_relative_change,LOCAC,SGBTR,0,16
random,seed_20264957,120,B_relative_change,LOCAC,SLBIC,0,16
random,seed_20264957,120,B_relative_change,LOCAC,SLBOC,0,16
random,seed_20264957,120,B_relative_change,LR,FLB,0,5
random,seed_20264957,120,B_relative_change,LR,LLB,0,5
random,seed_20264957,120,B_relative_change,LR,LOCA,0,5
random,seed_20264957,120,B_relative_change,LR,LOCAC,0,5
random,seed_20264957,120,B_relative_change,LR,LR,5,5
random,seed_20264957,120,B_relative_change,LR,MD,0,5
random,seed_20264957,120,B_relative_change,LR,RI,0,5
random,seed_20264957,120,B_relative_change,LR,RW,0,5
random,seed_20264957,120,B_relative_change,LR,SGATR,0,5
random,seed_20264957,120,B_relative_change,LR,SGBTR,0,5
random,seed_20264957,120,B_relative_change,LR,SLBIC,0,5
random,seed_20264957,120,B_relative_change,LR,SLBOC,0,5
random,seed_20264957,120,B_relative_change,MD,FLB,0,0
random,seed_20264957,120,B_relative_change,MD,LLB,0,0
random,seed_20264957,120,B_relative_change,MD,LOCA,0,0
random,seed_20264957,120,B_relative_change,MD,LOCAC,0,0
random,seed_20264957,120,B_relative_change,MD,LR,0,0
random,seed_20264957,120,B_relative_change,MD,MD,0,0
random,seed_20264957,120,B_relative_change,MD,RI,0,0
random,seed_20264957,120,B_relative_change,MD,RW,0,0
random,seed_20264957,120,B_relative_change,MD,SGATR,0,0
random,seed_20264957,120,B_relative_change,MD,SGBTR,0,0
random,seed_20264957,120,B_relative_change,MD,SLBIC,0,0
random,seed_20264957,120,B_relative_change,MD,SLBOC,0,0
random,seed_20264957,120,B_relative_change,RI,FLB,0,7
random,seed_20264957,120,B_relative_change,RI,LLB,0,7
random,seed_20264957,120,B_relative_change,RI,LOCA,0,7
random,seed_20264957,120,B_relative_change,RI,LOCAC,0,7
random,seed_20264957,120,B_relative_change,RI,LR,0,7
random,seed_20264957,120,B_relative_change,RI,MD,0,7
random,seed_20264957,120,B_relative_change,RI,RI,6,7
random,seed_20264957,120,B_relative_change,RI,RW,0,7
random,seed_20264957,120,B_relative_change,RI,SGATR,0,7
random,seed_20264957,120,B_relative_change,RI,SGBTR,0,7
random,seed_20264957,120,B_relative_change,RI,SLBIC,1,7
random,seed_20264957,120,B_relative_change,RI,SLBOC,0,7
random,seed_20264957,120,B_relative_change,RW,FLB,0,0
random,seed_20264957,120,B_relative_change,RW,LLB,0,0
random,seed_20264957,120,B_relative_change,RW,LOCA,0,0
random,seed_20264957,120,B_relative_change,RW,LOCAC,0,0
random,seed_20264957,120,B_relative_change,RW,LR,0,0
random,seed_20264957,120,B_relative_change,RW,MD,0,0
random,seed_20264957,120,B_relative_change,RW,RI,0,0
random,seed_20264957,120,B_relative_change,RW,RW,0,0
random,seed_20264957,120,B_relative_change,RW,SGATR,0,0
random,seed_20264957,120,B_relative_change,RW,SGBTR,0,0
random,seed_20264957,120,B_relative_change,RW,SLBIC,0,0
random,seed_20264957,120,B_relative_change,RW,SLBOC,0,0
random,seed_20264957,120,B_relative_change,SGATR,FLB,0,9
random,seed_20264957,120,B_relative_change,SGATR,LLB,0,9
random,seed_20264957,120,B_relative_change,SGATR,LOCA,0,9
random,seed_20264957,120,B_relative_change,SGATR,LOCAC,0,9
random,seed_20264957,120,B_relative_change,SGATR,LR,0,9
random,seed_20264957,120,B_relative_change,SGATR,MD,0,9
random,seed_20264957,120,B_relative_change,SGATR,RI,0,9
random,seed_20264957,120,B_relative_change,SGATR,RW,0,9
random,seed_20264957,120,B_relative_change,SGATR,SGATR,9,9
random,seed_20264957,120,B_relative_change,SGATR,SGBTR,0,9
random,seed_20264957,120,B_relative_change,SGATR,SLBIC,0,9
random,seed_20264957,120,B_relative_change,SGATR,SLBOC,0,9
random,seed_20264957,120,B_relative_change,SGBTR,FLB,0,11
random,seed_20264957,120,B_relative_change,SGBTR,LLB,0,11
random,seed_20264957,120,B_relative_change,SGBTR,LOCA,0,11
random,seed_20264957,120,B_relative_change,SGBTR,LOCAC,0,11
random,seed_20264957,120,B_relative_change,SGBTR,LR,0,11
random,seed_20264957,120,B_relative_change,SGBTR,MD,0,11
random,seed_20264957,120,B_relative_change,SGBTR,RI,0,11
random,seed_20264957,120,B_relative_change,SGBTR,RW,0,11
random,seed_20264957,120,B_relative_change,SGBTR,SGATR,0,11
random,seed_20264957,120,B_relative_change,SGBTR,SGBTR,11,11
random,seed_20264957,120,B_relative_change,SGBTR,SLBIC,0,11
random,seed_20264957,120,B_relative_change,SGBTR,SLBOC,0,11
random,seed_20264957,120,B_relative_change,SLBIC,FLB,0,18
random,seed_20264957,120,B_relative_change,SLBIC,LLB,0,18
random,seed_20264957,120,B_relative_change,SLBIC,LOCA,0,18
random,seed_20264957,120,B_relative_change,SLBIC,LOCAC,0,18
random,seed_20264957,120,B_relative_change,SLBIC,LR,0,18
random,seed_20264957,120,B_relative_change,SLBIC,MD,0,18
random,seed_20264957,120,B_relative_change,SLBIC,RI,0,18
random,seed_20264957,120,B_relative_change,SLBIC,RW,0,18
random,seed_20264957,120,B_relative_change,SLBIC,SGATR,0,18
random,seed_20264957,120,B_relative_change,SLBIC,SGBTR,0,18
random,seed_20264957,120,B_relative_change,SLBIC,SLBIC,18,18
random,seed_20264957,120,B_relative_change,SLBIC,SLBOC,0,18
random,seed_20264957,120,B_relative_change,SLBOC,FLB,0,0
random,seed_20264957,120,B_relative_change,SLBOC,LLB,0,0
random,seed_20264957,120,B_relative_change,SLBOC,LOCA,0,0
random,seed_20264957,120,B_relative_change,SLBOC,LOCAC,0,0
random,seed_20264957,120,B_relative_change,SLBOC,LR,0,0
random,seed_20264957,120,B_relative_change,SLBOC,MD,0,0
random,seed_20264957,120,B_relative_change,SLBOC,RI,0,0
random,seed_20264957,120,B_relative_change,SLBOC,RW,0,0
random,seed_20264957,120,B_relative_change,SLBOC,SGATR,0,0
random,seed_20264957,120,B_relative_change,SLBOC,SGBTR,0,0
random,seed_20264957,120,B_relative_change,SLBOC,SLBIC,0,0
random,seed_20264957,120,B_relative_change,SLBOC,SLBOC,0,0
random,seed_20264957,120,C_train_only_screened,FLB,FLB,20,20
random,seed_20264957,120,C_train_only_screened,FLB,LLB,0,20
random,seed_20264957,120,C_train_only_screened,FLB,LOCA,0,20
random,seed_20264957,120,C_train_only_screened,FLB,LOCAC,0,20
random,seed_20264957,120,C_train_only_screened,FLB,LR,0,20
random,seed_20264957,120,C_train_only_screened,FLB,MD,0,20
random,seed_20264957,120,C_train_only_screened,FLB,RI,0,20
random,seed_20264957,120,C_train_only_screened,FLB,RW,0,20
random,seed_20264957,120,C_train_only_screened,FLB,SGATR,0,20
random,seed_20264957,120,C_train_only_screened,FLB,SGBTR,0,20
random,seed_20264957,120,C_train_only_screened,FLB,SLBIC,0,20
random,seed_20264957,120,C_train_only_screened,FLB,SLBOC,0,20
random,seed_20264957,120,C_train_only_screened,LLB,FLB,0,0
random,seed_20264957,120,C_train_only_screened,LLB,LLB,0,0
random,seed_20264957,120,C_train_only_screened,LLB,LOCA,0,0
random,seed_20264957,120,C_train_only_screened,LLB,LOCAC,0,0
random,seed_20264957,120,C_train_only_screened,LLB,LR,0,0
random,seed_20264957,120,C_train_only_screened,LLB,MD,0,0
random,seed_20264957,120,C_train_only_screened,LLB,RI,0,0
random,seed_20264957,120,C_train_only_screened,LLB,RW,0,0
random,seed_20264957,120,C_train_only_screened,LLB,SGATR,0,0
random,seed_20264957,120,C_train_only_screened,LLB,SGBTR,0,0
random,seed_20264957,120,C_train_only_screened,LLB,SLBIC,0,0
random,seed_20264957,120,C_train_only_screened,LLB,SLBOC,0,0
random,seed_20264957,120,C_train_only_screened,LOCA,FLB,0,15
random,seed_20264957,120,C_train_only_screened,LOCA,LLB,0,15
random,seed_20264957,120,C_train_only_screened,LOCA,LOCA,15,15
random,seed_20264957,120,C_train_only_screened,LOCA,LOCAC,0,15
random,seed_20264957,120,C_train_only_screened,LOCA,LR,0,15
random,seed_20264957,120,C_train_only_screened,LOCA,MD,0,15
random,seed_20264957,120,C_train_only_screened,LOCA,RI,0,15
random,seed_20264957,120,C_train_only_screened,LOCA,RW,0,15
random,seed_20264957,120,C_train_only_screened,LOCA,SGATR,0,15
random,seed_20264957,120,C_train_only_screened,LOCA,SGBTR,0,15
random,seed_20264957,120,C_train_only_screened,LOCA,SLBIC,0,15
random,seed_20264957,120,C_train_only_screened,LOCA,SLBOC,0,15
random,seed_20264957,120,C_train_only_screened,LOCAC,FLB,0,16
random,seed_20264957,120,C_train_only_screened,LOCAC,LLB,0,16
random,seed_20264957,120,C_train_only_screened,LOCAC,LOCA,0,16
random,seed_20264957,120,C_train_only_screened,LOCAC,LOCAC,16,16
random,seed_20264957,120,C_train_only_screened,LOCAC,LR,0,16
random,seed_20264957,120,C_train_only_screened,LOCAC,MD,0,16
random,seed_20264957,120,C_train_only_screened,LOCAC,RI,0,16
random,seed_20264957,120,C_train_only_screened,LOCAC,RW,0,16
random,seed_20264957,120,C_train_only_screened,LOCAC,SGATR,0,16
random,seed_20264957,120,C_train_only_screened,LOCAC,SGBTR,0,16
random,seed_20264957,120,C_train_only_screened,LOCAC,SLBIC,0,16
random,seed_20264957,120,C_train_only_screened,LOCAC,SLBOC,0,16
random,seed_20264957,120,C_train_only_screened,LR,FLB,0,5
random,seed_20264957,120,C_train_only_screened,LR,LLB,0,5
random,seed_20264957,120,C_train_only_screened,LR,LOCA,0,5
random,seed_20264957,120,C_train_only_screened,LR,LOCAC,0,5
random,seed_20264957,120,C_train_only_screened,LR,LR,5,5
random,seed_20264957,120,C_train_only_screened,LR,MD,0,5
random,seed_20264957,120,C_train_only_screened,LR,RI,0,5
random,seed_20264957,120,C_train_only_screened,LR,RW,0,5
random,seed_20264957,120,C_train_only_screened,LR,SGATR,0,5
random,seed_20264957,120,C_train_only_screened,LR,SGBTR,0,5
random,seed_20264957,120,C_train_only_screened,LR,SLBIC,0,5
random,seed_20264957,120,C_train_only_screened,LR,SLBOC,0,5
random,seed_20264957,120,C_train_only_screened,MD,FLB,0,0
random,seed_20264957,120,C_train_only_screened,MD,LLB,0,0
random,seed_20264957,120,C_train_only_screened,MD,LOCA,0,0
random,seed_20264957,120,C_train_only_screened,MD,LOCAC,0,0
random,seed_20264957,120,C_train_only_screened,MD,LR,0,0
random,seed_20264957,120,C_train_only_screened,MD,MD,0,0
random,seed_20264957,120,C_train_only_screened,MD,RI,0,0
random,seed_20264957,120,C_train_only_screened,MD,RW,0,0
random,seed_20264957,120,C_train_only_screened,MD,SGATR,0,0
random,seed_20264957,120,C_train_only_screened,MD,SGBTR,0,0
random,seed_20264957,120,C_train_only_screened,MD,SLBIC,0,0
random,seed_20264957,120,C_train_only_screened,MD,SLBOC,0,0
random,seed_20264957,120,C_train_only_screened,RI,FLB,0,7
random,seed_20264957,120,C_train_only_screened,RI,LLB,0,7
random,seed_20264957,120,C_train_only_screened,RI,LOCA,0,7
random,seed_20264957,120,C_train_only_screened,RI,LOCAC,0,7
random,seed_20264957,120,C_train_only_screened,RI,LR,0,7
random,seed_20264957,120,C_train_only_screened,RI,MD,0,7
random,seed_20264957,120,C_train_only_screened,RI,RI,6,7
random,seed_20264957,120,C_train_only_screened,RI,RW,0,7
random,seed_20264957,120,C_train_only_screened,RI,SGATR,0,7
random,seed_20264957,120,C_train_only_screened,RI,SGBTR,0,7
random,seed_20264957,120,C_train_only_screened,RI,SLBIC,1,7
random,seed_20264957,120,C_train_only_screened,RI,SLBOC,0,7
random,seed_20264957,120,C_train_only_screened,RW,FLB,0,0
random,seed_20264957,120,C_train_only_screened,RW,LLB,0,0
random,seed_20264957,120,C_train_only_screened,RW,LOCA,0,0
random,seed_20264957,120,C_train_only_screened,RW,LOCAC,0,0
random,seed_20264957,120,C_train_only_screened,RW,LR,0,0
random,seed_20264957,120,C_train_only_screened,RW,MD,0,0
random,seed_20264957,120,C_train_only_screened,RW,RI,0,0
random,seed_20264957,120,C_train_only_screened,RW,RW,0,0
random,seed_20264957,120,C_train_only_screened,RW,SGATR,0,0
random,seed_20264957,120,C_train_only_screened,RW,SGBTR,0,0
random,seed_20264957,120,C_train_only_screened,RW,SLBIC,0,0
random,seed_20264957,120,C_train_only_screened,RW,SLBOC,0,0
random,seed_20264957,120,C_train_only_screened,SGATR,FLB,0,9
random,seed_20264957,120,C_train_only_screened,SGATR,LLB,0,9
random,seed_20264957,120,C_train_only_screened,SGATR,LOCA,0,9
random,seed_20264957,120,C_train_only_screened,SGATR,LOCAC,0,9
random,seed_20264957,120,C_train_only_screened,SGATR,LR,0,9
random,seed_20264957,120,C_train_only_screened,SGATR,MD,0,9
random,seed_20264957,120,C_train_only_screened,SGATR,RI,0,9
random,seed_20264957,120,C_train_only_screened,SGATR,RW,0,9
random,seed_20264957,120,C_train_only_screened,SGATR,SGATR,9,9
random,seed_20264957,120,C_train_only_screened,SGATR,SGBTR,0,9
random,seed_20264957,120,C_train_only_screened,SGATR,SLBIC,0,9
random,seed_20264957,120,C_train_only_screened,SGATR,SLBOC,0,9
random,seed_20264957,120,C_train_only_screened,SGBTR,FLB,0,11
random,seed_20264957,120,C_train_only_screened,SGBTR,LLB,0,11
random,seed_20264957,120,C_train_only_screened,SGBTR,LOCA,0,11
random,seed_20264957,120,C_train_only_screened,SGBTR,LOCAC,0,11
random,seed_20264957,120,C_train_only_screened,SGBTR,LR,0,11
random,seed_20264957,120,C_train_only_screened,SGBTR,MD,0,11
random,seed_20264957,120,C_train_only_screened,SGBTR,RI,0,11
random,seed_20264957,120,C_train_only_screened,SGBTR,RW,0,11
random,seed_20264957,120,C_train_only_screened,SGBTR,SGATR,0,11
random,seed_20264957,120,C_train_only_screened,SGBTR,SGBTR,11,11
random,seed_20264957,120,C_train_only_screened,SGBTR,SLBIC,0,11
random,seed_20264957,120,C_train_only_screened,SGBTR,SLBOC,0,11
random,seed_20264957,120,C_train_only_screened,SLBIC,FLB,0,18
random,seed_20264957,120,C_train_only_screened,SLBIC,LLB,0,18
random,seed_20264957,120,C_train_only_screened,SLBIC,LOCA,0,18
random,seed_20264957,120,C_train_only_screened,SLBIC,LOCAC,0,18
random,seed_20264957,120,C_train_only_screened,SLBIC,LR,0,18
random,seed_20264957,120,C_train_only_screened,SLBIC,MD,0,18
random,seed_20264957,120,C_train_only_screened,SLBIC,RI,0,18
random,seed_20264957,120,C_train_only_screened,SLBIC,RW,0,18
random,seed_20264957,120,C_train_only_screened,SLBIC,SGATR,0,18
random,seed_20264957,120,C_train_only_screened,SLBIC,SGBTR,0,18
random,seed_20264957,120,C_train_only_screened,SLBIC,SLBIC,18,18
random,seed_20264957,120,C_train_only_screened,SLBIC,SLBOC,0,18
random,seed_20264957,120,C_train_only_screened,SLBOC,FLB,0,0
random,seed_20264957,120,C_train_only_screened,SLBOC,LLB,0,0
random,seed_20264957,120,C_train_only_screened,SLBOC,LOCA,0,0
random,seed_20264957,120,C_train_only_screened,SLBOC,LOCAC,0,0
random,seed_20264957,120,C_train_only_screened,SLBOC,LR,0,0
random,seed_20264957,120,C_train_only_screened,SLBOC,MD,0,0
random,seed_20264957,120,C_train_only_screened,SLBOC,RI,0,0
random,seed_20264957,120,C_train_only_screened,SLBOC,RW,0,0
random,seed_20264957,120,C_train_only_screened,SLBOC,SGATR,0,0
random,seed_20264957,120,C_train_only_screened,SLBOC,SGBTR,0,0
random,seed_20264957,120,C_train_only_screened,SLBOC,SLBIC,0,0
random,seed_20264957,120,C_train_only_screened,SLBOC,SLBOC,0,0
random,seed_20265966,60,A_absolute_38,FLB,FLB,20,20
random,seed_20265966,60,A_absolute_38,FLB,LLB,0,20
random,seed_20265966,60,A_absolute_38,FLB,LOCA,0,20
random,seed_20265966,60,A_absolute_38,FLB,LOCAC,0,20
random,seed_20265966,60,A_absolute_38,FLB,LR,0,20
random,seed_20265966,60,A_absolute_38,FLB,MD,0,20
random,seed_20265966,60,A_absolute_38,FLB,RI,0,20
random,seed_20265966,60,A_absolute_38,FLB,RW,0,20
random,seed_20265966,60,A_absolute_38,FLB,SGATR,0,20
random,seed_20265966,60,A_absolute_38,FLB,SGBTR,0,20
random,seed_20265966,60,A_absolute_38,FLB,SLBIC,0,20
random,seed_20265966,60,A_absolute_38,FLB,SLBOC,0,20
random,seed_20265966,60,A_absolute_38,LLB,FLB,0,0
random,seed_20265966,60,A_absolute_38,LLB,LLB,0,0
random,seed_20265966,60,A_absolute_38,LLB,LOCA,0,0
random,seed_20265966,60,A_absolute_38,LLB,LOCAC,0,0
random,seed_20265966,60,A_absolute_38,LLB,LR,0,0
random,seed_20265966,60,A_absolute_38,LLB,MD,0,0
random,seed_20265966,60,A_absolute_38,LLB,RI,0,0
random,seed_20265966,60,A_absolute_38,LLB,RW,0,0
random,seed_20265966,60,A_absolute_38,LLB,SGATR,0,0
random,seed_20265966,60,A_absolute_38,LLB,SGBTR,0,0
random,seed_20265966,60,A_absolute_38,LLB,SLBIC,0,0
random,seed_20265966,60,A_absolute_38,LLB,SLBOC,0,0
random,seed_20265966,60,A_absolute_38,LOCA,FLB,0,15
random,seed_20265966,60,A_absolute_38,LOCA,LLB,0,15
random,seed_20265966,60,A_absolute_38,LOCA,LOCA,15,15
random,seed_20265966,60,A_absolute_38,LOCA,LOCAC,0,15
random,seed_20265966,60,A_absolute_38,LOCA,LR,0,15
random,seed_20265966,60,A_absolute_38,LOCA,MD,0,15
random,seed_20265966,60,A_absolute_38,LOCA,RI,0,15
random,seed_20265966,60,A_absolute_38,LOCA,RW,0,15
random,seed_20265966,60,A_absolute_38,LOCA,SGATR,0,15
random,seed_20265966,60,A_absolute_38,LOCA,SGBTR,0,15
random,seed_20265966,60,A_absolute_38,LOCA,SLBIC,0,15
random,seed_20265966,60,A_absolute_38,LOCA,SLBOC,0,15
random,seed_20265966,60,A_absolute_38,LOCAC,FLB,16,16
random,seed_20265966,60,A_absolute_38,LOCAC,LLB,0,16
random,seed_20265966,60,A_absolute_38,LOCAC,LOCA,0,16
random,seed_20265966,60,A_absolute_38,LOCAC,LOCAC,0,16
